country,province_state,date,deaths_day
Italy,,2020-03-01,5
Jamaica,,2020-03-01,0
Japan,,2020-03-01,1
Jordan,,2020-03-01,0
Kazakhstan,,2020-03-01,0
Kenya,,2020-03-01,0
"Korea, South",,2020-03-01,1
Kuwait,,2020-03-01,0
Kyrgyzstan,,2020-03-01,0
Latvia,,2020-03-01,0
Lebanon,,2020-03-01,0
Liberia,,2020-03-01,0
Liechtenstein,,2020-03-01,0
Lithuania,,2020-03-01,0
Luxembourg,,2020-03-01,0
Madagascar,,2020-03-01,0
Malaysia,,2020-03-01,0
Maldives,,2020-03-01,0
Malta,,2020-03-01,0
Mauritania,,2020-03-01,0
Mauritius,,2020-03-01,0
Mexico,,2020-03-01,0
Moldova,,2020-03-01,0
Monaco,,2020-03-01,0
Mongolia,,2020-03-01,0
Montenegro,,2020-03-01,0
Morocco,,2020-03-01,0
Namibia,,2020-03-01,0
Nepal,,2020-03-01,0
Netherlands,Aruba,2020-03-01,0
Netherlands,Curacao,2020-03-01,0
Netherlands,"Sint Maarten",2020-03-01,0
Netherlands,,2020-03-01,0
"New Zealand",,2020-03-01,0
Nicaragua,,2020-03-01,0
Niger,,2020-03-01,0
Nigeria,,2020-03-01,0
"North Macedonia",,2020-03-01,0
Norway,,2020-03-01,0
Oman,,2020-03-01,0
Pakistan,,2020-03-01,0
Panama,,2020-03-01,0
"Papua New Guinea",,2020-03-01,0
Paraguay,,2020-03-01,0
Peru,,2020-03-01,0
Philippines,,2020-03-01,0
Poland,,2020-03-01,0
Portugal,,2020-03-01,0
Qatar,,2020-03-01,0
Romania,,2020-03-01,0
Russia,,2020-03-01,0
Rwanda,,2020-03-01,0
"Saint Lucia",,2020-03-01,0
"Saint Vincent and the Grenadines",,2020-03-01,0
"San Marino",,2020-03-01,0
"Saudi Arabia",,2020-03-01,0
Senegal,,2020-03-01,0
Serbia,,2020-03-01,0
Seychelles,,2020-03-01,0
Singapore,,2020-03-01,0
Slovakia,,2020-03-01,0
Slovenia,,2020-03-01,0
Somalia,,2020-03-01,0
"South Africa",,2020-03-01,0
Spain,,2020-03-01,0
"Sri Lanka",,2020-03-01,0
Sudan,,2020-03-01,0
Suriname,,2020-03-01,0
Sweden,,2020-03-01,0
Switzerland,,2020-03-01,0
Taiwan*,,2020-03-01,0
Tanzania,,2020-03-01,0
Thailand,,2020-03-01,1
Togo,,2020-03-01,0
"Trinidad and Tobago",,2020-03-01,0
Tunisia,,2020-03-01,0
Turkey,,2020-03-01,0
Uganda,,2020-03-01,0
Ukraine,,2020-03-01,0
"United Arab Emirates",,2020-03-01,0
"United Kingdom",Bermuda,2020-03-01,0
"United Kingdom","Cayman Islands",2020-03-01,0
"United Kingdom","Channel Islands",2020-03-01,0
"United Kingdom",Gibraltar,2020-03-01,0
"United Kingdom","Isle of Man",2020-03-01,0
"United Kingdom",Montserrat,2020-03-01,0
"United Kingdom",,2020-03-01,0
Uruguay,,2020-03-01,0
US,,2020-03-01,0
Uzbekistan,,2020-03-01,0
Venezuela,,2020-03-01,0
Vietnam,,2020-03-01,0
Zambia,,2020-03-01,0
Zimbabwe,,2020-03-01,0
Canada,"Diamond Princess",2020-03-01,0
Dominica,,2020-03-01,0
Grenada,,2020-03-01,0
Mozambique,,2020-03-01,0
Syria,,2020-03-01,0
Timor-Leste,,2020-03-01,0
Belize,,2020-03-01,0
Canada,Recovered,2020-03-01,0
Laos,,2020-03-01,0
Libya,,2020-03-01,0
"West Bank and Gaza",,2020-03-01,0
Guinea-Bissau,,2020-03-01,0
Mali,,2020-03-01,0
"Saint Kitts and Nevis",,2020-03-01,0
Canada,"Northwest Territories",2020-03-01,0
Canada,Yukon,2020-03-01,0
Kosovo,,2020-03-01,0
Burma,,2020-03-01,0
"United Kingdom",Anguilla,2020-03-01,0
"United Kingdom","British Virgin Islands",2020-03-01,0
"United Kingdom","Turks and Caicos Islands",2020-03-01,0
"MS Zaandam",,2020-03-01,0
Botswana,,2020-03-01,0
Afghanistan,,2020-03-02,0
Albania,,2020-03-02,0
Algeria,,2020-03-02,0
Andorra,,2020-03-02,0
Angola,,2020-03-02,0
"Antigua and Barbuda",,2020-03-02,0
Argentina,,2020-03-02,0
Armenia,,2020-03-02,0
Australia,"Australian Capital Territory",2020-03-02,0
Australia,"New South Wales",2020-03-02,0
Australia,"Northern Territory",2020-03-02,0
Australia,Queensland,2020-03-02,0
Australia,"South Australia",2020-03-02,0
Australia,Tasmania,2020-03-02,0
Australia,Victoria,2020-03-02,0
Australia,"Western Australia",2020-03-02,0
Austria,,2020-03-02,0
Azerbaijan,,2020-03-02,0
Bahamas,,2020-03-02,0
Bahrain,,2020-03-02,0
Bangladesh,,2020-03-02,0
Barbados,,2020-03-02,0
Belarus,,2020-03-02,0
Belgium,,2020-03-02,0
Benin,,2020-03-02,0
Bhutan,,2020-03-02,0
Bolivia,,2020-03-02,0
"Bosnia and Herzegovina",,2020-03-02,0
Brazil,,2020-03-02,0
Brunei,,2020-03-02,0
Bulgaria,,2020-03-02,0
"Burkina Faso",,2020-03-02,0
"Cabo Verde",,2020-03-02,0
Cambodia,,2020-03-02,0
Cameroon,,2020-03-02,0
Canada,Alberta,2020-03-02,0
Canada,"British Columbia",2020-03-02,0
Canada,"Grand Princess",2020-03-02,0
Canada,Manitoba,2020-03-02,0
Canada,"New Brunswick",2020-03-02,0
Canada,"Newfoundland and Labrador",2020-03-02,0
Canada,"Nova Scotia",2020-03-02,0
Canada,Ontario,2020-03-02,0
Canada,"Prince Edward Island",2020-03-02,0
Canada,Quebec,2020-03-02,0
Canada,Saskatchewan,2020-03-02,0
"Central African Republic",,2020-03-02,0
Chad,,2020-03-02,0
Chile,,2020-03-02,0
China,Anhui,2020-03-02,0
China,Beijing,2020-03-02,0
China,Chongqing,2020-03-02,0
China,Fujian,2020-03-02,0
China,Gansu,2020-03-02,0
China,Guangdong,2020-03-02,0
China,Guangxi,2020-03-02,0
China,Guizhou,2020-03-02,0
China,Hainan,2020-03-02,0
China,Hebei,2020-03-02,0
China,Heilongjiang,2020-03-02,0
China,Henan,2020-03-02,0
China,"Hong Kong",2020-03-02,0
China,Hubei,2020-03-02,42
China,Hunan,2020-03-02,0
China,"Inner Mongolia",2020-03-02,0
China,Jiangsu,2020-03-02,0
China,Jiangxi,2020-03-02,0
China,Jilin,2020-03-02,0
China,Liaoning,2020-03-02,0
China,Macau,2020-03-02,0
China,Ningxia,2020-03-02,0
China,Qinghai,2020-03-02,0
China,Shaanxi,2020-03-02,0
China,Shandong,2020-03-02,0
China,Shanghai,2020-03-02,0
China,Shanxi,2020-03-02,0
China,Sichuan,2020-03-02,0
China,Tianjin,2020-03-02,0
China,Tibet,2020-03-02,0
China,Xinjiang,2020-03-02,0
China,Yunnan,2020-03-02,0
China,Zhejiang,2020-03-02,0
Colombia,,2020-03-02,0
"Congo (Brazzaville)",,2020-03-02,0
"Congo (Kinshasa)",,2020-03-02,0
"Costa Rica",,2020-03-02,0
"Cote d'Ivoire",,2020-03-02,0
Croatia,,2020-03-02,0
"Diamond Princess",,2020-03-02,0
Cuba,,2020-03-02,0
Cyprus,,2020-03-02,0
Czechia,,2020-03-02,0
Denmark,"Faroe Islands",2020-03-02,0
Denmark,Greenland,2020-03-02,0
Denmark,,2020-03-02,0
Djibouti,,2020-03-02,0
"Dominican Republic",,2020-03-02,0
Ecuador,,2020-03-02,0
Egypt,,2020-03-02,0
"El Salvador",,2020-03-02,0
"Equatorial Guinea",,2020-03-02,0
Eritrea,,2020-03-02,0
Estonia,,2020-03-02,0
Eswatini,,2020-03-02,0
Ethiopia,,2020-03-02,0
Fiji,,2020-03-02,0
Finland,,2020-03-02,0
France,"French Guiana",2020-03-02,0
France,"French Polynesia",2020-03-02,0
France,Guadeloupe,2020-03-02,0
France,Mayotte,2020-03-02,0
France,"New Caledonia",2020-03-02,0
France,Reunion,2020-03-02,0
France,"Saint Barthelemy",2020-03-02,0
France,"St Martin",2020-03-02,0
France,Martinique,2020-03-02,0
France,,2020-03-02,1
Gabon,,2020-03-02,0
Gambia,,2020-03-02,0
Georgia,,2020-03-02,0
Germany,,2020-03-02,0
Ghana,,2020-03-02,0
Greece,,2020-03-02,0
Guatemala,,2020-03-02,0
Guinea,,2020-03-02,0
Guyana,,2020-03-02,0
Haiti,,2020-03-02,0
"Holy See",,2020-03-02,0
Honduras,,2020-03-02,0
Hungary,,2020-03-02,0
Iceland,,2020-03-02,0
India,,2020-03-02,0
Indonesia,,2020-03-02,0
Iran,,2020-03-02,12
Iraq,,2020-03-02,0
Ireland,,2020-03-02,0
Israel,,2020-03-02,0
Italy,,2020-03-02,18
Jamaica,,2020-03-02,0
Japan,,2020-03-02,0
Jordan,,2020-03-02,0
Kazakhstan,,2020-03-02,0
Kenya,,2020-03-02,0
"Korea, South",,2020-03-02,11
Kuwait,,2020-03-02,0
Kyrgyzstan,,2020-03-02,0
Latvia,,2020-03-02,0
Lebanon,,2020-03-02,0
Liberia,,2020-03-02,0
Liechtenstein,,2020-03-02,0
Lithuania,,2020-03-02,0
Luxembourg,,2020-03-02,0
Madagascar,,2020-03-02,0
Malaysia,,2020-03-02,0
Maldives,,2020-03-02,0
Malta,,2020-03-02,0
Mauritania,,2020-03-02,0
Mauritius,,2020-03-02,0
Mexico,,2020-03-02,0
Moldova,,2020-03-02,0
Monaco,,2020-03-02,0
Mongolia,,2020-03-02,0
Montenegro,,2020-03-02,0
Morocco,,2020-03-02,0
Namibia,,2020-03-02,0
Nepal,,2020-03-02,0
Netherlands,Aruba,2020-03-02,0
Netherlands,Curacao,2020-03-02,0
Netherlands,"Sint Maarten",2020-03-02,0
Netherlands,,2020-03-02,0
"New Zealand",,2020-03-02,0
Nicaragua,,2020-03-02,0
Niger,,2020-03-02,0
Nigeria,,2020-03-02,0
"North Macedonia",,2020-03-02,0
Norway,,2020-03-02,0
Oman,,2020-03-02,0
Pakistan,,2020-03-02,0
Panama,,2020-03-02,0
"Papua New Guinea",,2020-03-02,0
Paraguay,,2020-03-02,0
Peru,,2020-03-02,0
Philippines,,2020-03-02,0
Poland,,2020-03-02,0
Portugal,,2020-03-02,0
Qatar,,2020-03-02,0
Romania,,2020-03-02,0
Russia,,2020-03-02,0
Rwanda,,2020-03-02,0
"Saint Lucia",,2020-03-02,0
"Saint Vincent and the Grenadines",,2020-03-02,0
"San Marino",,2020-03-02,0
"Saudi Arabia",,2020-03-02,0
Senegal,,2020-03-02,0
Serbia,,2020-03-02,0
Seychelles,,2020-03-02,0
Singapore,,2020-03-02,0
Slovakia,,2020-03-02,0
Slovenia,,2020-03-02,0
Somalia,,2020-03-02,0
"South Africa",,2020-03-02,0
Spain,,2020-03-02,0
"Sri Lanka",,2020-03-02,0
Sudan,,2020-03-02,0
Suriname,,2020-03-02,0
Sweden,,2020-03-02,0
Switzerland,,2020-03-02,0
Taiwan*,,2020-03-02,0
Tanzania,,2020-03-02,0
Thailand,,2020-03-02,0
Togo,,2020-03-02,0
"Trinidad and Tobago",,2020-03-02,0
Tunisia,,2020-03-02,0
Turkey,,2020-03-02,0
Uganda,,2020-03-02,0
Ukraine,,2020-03-02,0
"United Arab Emirates",,2020-03-02,0
"United Kingdom",Bermuda,2020-03-02,0
"United Kingdom","Cayman Islands",2020-03-02,0
"United Kingdom","Channel Islands",2020-03-02,0
"United Kingdom",Gibraltar,2020-03-02,0
"United Kingdom","Isle of Man",2020-03-02,0
"United Kingdom",Montserrat,2020-03-02,0
"United Kingdom",,2020-03-02,0
Uruguay,,2020-03-02,0
US,,2020-03-02,5
Uzbekistan,,2020-03-02,0
Venezuela,,2020-03-02,0
Vietnam,,2020-03-02,0
Zambia,,2020-03-02,0
Zimbabwe,,2020-03-02,0
Canada,"Diamond Princess",2020-03-02,0
Dominica,,2020-03-02,0
Grenada,,2020-03-02,0
Mozambique,,2020-03-02,0
Syria,,2020-03-02,0
Timor-Leste,,2020-03-02,0
Belize,,2020-03-02,0
Canada,Recovered,2020-03-02,0
Laos,,2020-03-02,0
Libya,,2020-03-02,0
"West Bank and Gaza",,2020-03-02,0
Guinea-Bissau,,2020-03-02,0
Mali,,2020-03-02,0
"Saint Kitts and Nevis",,2020-03-02,0
Canada,"Northwest Territories",2020-03-02,0
Canada,Yukon,2020-03-02,0
Kosovo,,2020-03-02,0
Burma,,2020-03-02,0
"United Kingdom",Anguilla,2020-03-02,0
"United Kingdom","British Virgin Islands",2020-03-02,0
"United Kingdom","Turks and Caicos Islands",2020-03-02,0
"MS Zaandam",,2020-03-02,0
Botswana,,2020-03-02,0
Afghanistan,,2020-03-03,0
Albania,,2020-03-03,0
Algeria,,2020-03-03,0
Andorra,,2020-03-03,0
Angola,,2020-03-03,0
"Antigua and Barbuda",,2020-03-03,0
Argentina,,2020-03-03,0
Armenia,,2020-03-03,0
Australia,"Australian Capital Territory",2020-03-03,0
Australia,"New South Wales",2020-03-03,0
Australia,"Northern Territory",2020-03-03,0
Australia,Queensland,2020-03-03,0
Australia,"South Australia",2020-03-03,0
Australia,Tasmania,2020-03-03,0
Australia,Victoria,2020-03-03,0
Australia,"Western Australia",2020-03-03,0
Austria,,2020-03-03,0
Azerbaijan,,2020-03-03,0
Bahamas,,2020-03-03,0
Bahrain,,2020-03-03,0
Bangladesh,,2020-03-03,0
Barbados,,2020-03-03,0
Belarus,,2020-03-03,0
Belgium,,2020-03-03,0
Benin,,2020-03-03,0
Bhutan,,2020-03-03,0
Bolivia,,2020-03-03,0
"Bosnia and Herzegovina",,2020-03-03,0
Brazil,,2020-03-03,0
Brunei,,2020-03-03,0
Bulgaria,,2020-03-03,0
"Burkina Faso",,2020-03-03,0
"Cabo Verde",,2020-03-03,0
Cambodia,,2020-03-03,0
Cameroon,,2020-03-03,0
Canada,Alberta,2020-03-03,0
Canada,"British Columbia",2020-03-03,0
Canada,"Grand Princess",2020-03-03,0
Canada,Manitoba,2020-03-03,0
Canada,"New Brunswick",2020-03-03,0
Canada,"Newfoundland and Labrador",2020-03-03,0
Canada,"Nova Scotia",2020-03-03,0
Canada,Ontario,2020-03-03,0
Canada,"Prince Edward Island",2020-03-03,0
Canada,Quebec,2020-03-03,0
Canada,Saskatchewan,2020-03-03,0
"Central African Republic",,2020-03-03,0
Chad,,2020-03-03,0
Chile,,2020-03-03,0
China,Anhui,2020-03-03,0
China,Beijing,2020-03-03,0
China,Chongqing,2020-03-03,0
China,Fujian,2020-03-03,0
China,Gansu,2020-03-03,0
China,Guangdong,2020-03-03,0
China,Guangxi,2020-03-03,0
China,Guizhou,2020-03-03,0
China,Hainan,2020-03-03,0
China,Hebei,2020-03-03,0
China,Heilongjiang,2020-03-03,0
China,Henan,2020-03-03,0
China,"Hong Kong",2020-03-03,0
China,Hubei,2020-03-03,32
China,Hunan,2020-03-03,0
China,"Inner Mongolia",2020-03-03,1
China,Jiangsu,2020-03-03,0
China,Jiangxi,2020-03-03,0
China,Jilin,2020-03-03,0
China,Liaoning,2020-03-03,0
China,Macau,2020-03-03,0
China,Ningxia,2020-03-03,0
China,Qinghai,2020-03-03,0
China,Shaanxi,2020-03-03,0
China,Shandong,2020-03-03,0
China,Shanghai,2020-03-03,0
China,Shanxi,2020-03-03,0
China,Sichuan,2020-03-03,0
China,Tianjin,2020-03-03,0
China,Tibet,2020-03-03,0
China,Xinjiang,2020-03-03,0
China,Yunnan,2020-03-03,0
China,Zhejiang,2020-03-03,0
Colombia,,2020-03-03,0
"Congo (Brazzaville)",,2020-03-03,0
"Congo (Kinshasa)",,2020-03-03,0
"Costa Rica",,2020-03-03,0
"Cote d'Ivoire",,2020-03-03,0
Croatia,,2020-03-03,0
"Diamond Princess",,2020-03-03,0
Cuba,,2020-03-03,0
Cyprus,,2020-03-03,0
Czechia,,2020-03-03,0
Denmark,"Faroe Islands",2020-03-03,0
Denmark,Greenland,2020-03-03,0
Denmark,,2020-03-03,0
Djibouti,,2020-03-03,0
"Dominican Republic",,2020-03-03,0
Ecuador,,2020-03-03,0
Egypt,,2020-03-03,0
"El Salvador",,2020-03-03,0
"Equatorial Guinea",,2020-03-03,0
Eritrea,,2020-03-03,0
Estonia,,2020-03-03,0
Eswatini,,2020-03-03,0
Ethiopia,,2020-03-03,0
Fiji,,2020-03-03,0
Finland,,2020-03-03,0
France,"French Guiana",2020-03-03,0
France,"French Polynesia",2020-03-03,0
France,Guadeloupe,2020-03-03,0
France,Mayotte,2020-03-03,0
France,"New Caledonia",2020-03-03,0
France,Reunion,2020-03-03,0
France,"Saint Barthelemy",2020-03-03,0
France,"St Martin",2020-03-03,0
France,Martinique,2020-03-03,0
France,,2020-03-03,1
Gabon,,2020-03-03,0
Gambia,,2020-03-03,0
Georgia,,2020-03-03,0
Germany,,2020-03-03,0
Ghana,,2020-03-03,0
Greece,,2020-03-03,0
Guatemala,,2020-03-03,0
Guinea,,2020-03-03,0
Guyana,,2020-03-03,0
Haiti,,2020-03-03,0
"Holy See",,2020-03-03,0
Honduras,,2020-03-03,0
Hungary,,2020-03-03,0
Iceland,,2020-03-03,0
India,,2020-03-03,0
Indonesia,,2020-03-03,0
Iran,,2020-03-03,11
Iraq,,2020-03-03,0
Ireland,,2020-03-03,0
Israel,,2020-03-03,0
Italy,,2020-03-03,27
Jamaica,,2020-03-03,0
Japan,,2020-03-03,0
Jordan,,2020-03-03,0
Kazakhstan,,2020-03-03,0
Kenya,,2020-03-03,0
"Korea, South",,2020-03-03,0
Kuwait,,2020-03-03,0
Kyrgyzstan,,2020-03-03,0
Latvia,,2020-03-03,0
Lebanon,,2020-03-03,0
Liberia,,2020-03-03,0
Liechtenstein,,2020-03-03,0
Lithuania,,2020-03-03,0
Luxembourg,,2020-03-03,0
Madagascar,,2020-03-03,0
Malaysia,,2020-03-03,0
Maldives,,2020-03-03,0
Malta,,2020-03-03,0
Mauritania,,2020-03-03,0
Mauritius,,2020-03-03,0
Mexico,,2020-03-03,0
Moldova,,2020-03-03,0
Monaco,,2020-03-03,0
Mongolia,,2020-03-03,0
Montenegro,,2020-03-03,0
Morocco,,2020-03-03,0
Namibia,,2020-03-03,0
Nepal,,2020-03-03,0
Netherlands,Aruba,2020-03-03,0
Netherlands,Curacao,2020-03-03,0
Netherlands,"Sint Maarten",2020-03-03,0
Netherlands,,2020-03-03,0
"New Zealand",,2020-03-03,0
Nicaragua,,2020-03-03,0
Niger,,2020-03-03,0
Nigeria,,2020-03-03,0
"North Macedonia",,2020-03-03,0
Norway,,2020-03-03,0
Oman,,2020-03-03,0
Pakistan,,2020-03-03,0
Panama,,2020-03-03,0
"Papua New Guinea",,2020-03-03,0
Paraguay,,2020-03-03,0
Peru,,2020-03-03,0
Philippines,,2020-03-03,0
Poland,,2020-03-03,0
Portugal,,2020-03-03,0
Qatar,,2020-03-03,0
Romania,,2020-03-03,0
Russia,,2020-03-03,0
Rwanda,,2020-03-03,0
"Saint Lucia",,2020-03-03,0
"Saint Vincent and the Grenadines",,2020-03-03,0
"San Marino",,2020-03-03,1
"Saudi Arabia",,2020-03-03,0
Senegal,,2020-03-03,0
Serbia,,2020-03-03,0
Seychelles,,2020-03-03,0
Singapore,,2020-03-03,0
Slovakia,,2020-03-03,0
Slovenia,,2020-03-03,0
Somalia,,2020-03-03,0
"South Africa",,2020-03-03,0
Spain,,2020-03-03,1
"Sri Lanka",,2020-03-03,0
Sudan,,2020-03-03,0
Suriname,,2020-03-03,0
Sweden,,2020-03-03,0
Switzerland,,2020-03-03,0
Taiwan*,,2020-03-03,0
Tanzania,,2020-03-03,0
Thailand,,2020-03-03,0
Togo,,2020-03-03,0
"Trinidad and Tobago",,2020-03-03,0
Tunisia,,2020-03-03,0
Turkey,,2020-03-03,0
Uganda,,2020-03-03,0
Ukraine,,2020-03-03,0
"United Arab Emirates",,2020-03-03,0
"United Kingdom",Bermuda,2020-03-03,0
"United Kingdom","Cayman Islands",2020-03-03,0
"United Kingdom","Channel Islands",2020-03-03,0
"United Kingdom",Gibraltar,2020-03-03,0
"United Kingdom","Isle of Man",2020-03-03,0
"United Kingdom",Montserrat,2020-03-03,0
"United Kingdom",,2020-03-03,0
Uruguay,,2020-03-03,0
US,,2020-03-03,1
Uzbekistan,,2020-03-03,0
Venezuela,,2020-03-03,0
Vietnam,,2020-03-03,0
Zambia,,2020-03-03,0
Zimbabwe,,2020-03-03,0
Canada,"Diamond Princess",2020-03-03,0
Dominica,,2020-03-03,0
Grenada,,2020-03-03,0
Mozambique,,2020-03-03,0
Syria,,2020-03-03,0
Timor-Leste,,2020-03-03,0
Belize,,2020-03-03,0
Canada,Recovered,2020-03-03,0
Laos,,2020-03-03,0
Libya,,2020-03-03,0
"West Bank and Gaza",,2020-03-03,0
Guinea-Bissau,,2020-03-03,0
Mali,,2020-03-03,0
"Saint Kitts and Nevis",,2020-03-03,0
Canada,"Northwest Territories",2020-03-03,0
Canada,Yukon,2020-03-03,0
Kosovo,,2020-03-03,0
Burma,,2020-03-03,0
"United Kingdom",Anguilla,2020-03-03,0
"United Kingdom","British Virgin Islands",2020-03-03,0
"United Kingdom","Turks and Caicos Islands",2020-03-03,0
"MS Zaandam",,2020-03-03,0
Botswana,,2020-03-03,0
Afghanistan,,2020-03-04,0
Albania,,2020-03-04,0
Algeria,,2020-03-04,0
Andorra,,2020-03-04,0
Angola,,2020-03-04,0
"Antigua and Barbuda",,2020-03-04,0
Argentina,,2020-03-04,0
Armenia,,2020-03-04,0
Australia,"Australian Capital Territory",2020-03-04,0
Australia,"New South Wales",2020-03-04,1
Australia,"Northern Territory",2020-03-04,0
Australia,Queensland,2020-03-04,0
Australia,"South Australia",2020-03-04,0
Australia,Tasmania,2020-03-04,0
Australia,Victoria,2020-03-04,0
Australia,"Western Australia",2020-03-04,0
Austria,,2020-03-04,0
Azerbaijan,,2020-03-04,0
Bahamas,,2020-03-04,0
Bahrain,,2020-03-04,0
Bangladesh,,2020-03-04,0
Barbados,,2020-03-04,0
Belarus,,2020-03-04,0
Belgium,,2020-03-04,0
Benin,,2020-03-04,0
Bhutan,,2020-03-04,0
Bolivia,,2020-03-04,0
"Bosnia and Herzegovina",,2020-03-04,0
Brazil,,2020-03-04,0
Brunei,,2020-03-04,0
Bulgaria,,2020-03-04,0
"Burkina Faso",,2020-03-04,0
"Cabo Verde",,2020-03-04,0
Cambodia,,2020-03-04,0
Cameroon,,2020-03-04,0
Canada,Alberta,2020-03-04,0
Canada,"British Columbia",2020-03-04,0
Canada,"Grand Princess",2020-03-04,0
Canada,Manitoba,2020-03-04,0
Canada,"New Brunswick",2020-03-04,0
Canada,"Newfoundland and Labrador",2020-03-04,0
Canada,"Nova Scotia",2020-03-04,0
Canada,Ontario,2020-03-04,0
Canada,"Prince Edward Island",2020-03-04,0
Canada,Quebec,2020-03-04,0
Canada,Saskatchewan,2020-03-04,0
"Central African Republic",,2020-03-04,0
Chad,,2020-03-04,0
Chile,,2020-03-04,0
China,Anhui,2020-03-04,0
China,Beijing,2020-03-04,0
China,Chongqing,2020-03-04,0
China,Fujian,2020-03-04,0
China,Gansu,2020-03-04,0
China,Guangdong,2020-03-04,0
China,Guangxi,2020-03-04,0
China,Guizhou,2020-03-04,0
China,Hainan,2020-03-04,0
China,Hebei,2020-03-04,0
China,Heilongjiang,2020-03-04,0
China,Henan,2020-03-04,0
China,"Hong Kong",2020-03-04,0
China,Hubei,2020-03-04,36
China,Hunan,2020-03-04,0
China,"Inner Mongolia",2020-03-04,0
China,Jiangsu,2020-03-04,0
China,Jiangxi,2020-03-04,0
China,Jilin,2020-03-04,0
China,Liaoning,2020-03-04,0
China,Macau,2020-03-04,0
China,Ningxia,2020-03-04,0
China,Qinghai,2020-03-04,0
China,Shaanxi,2020-03-04,0
China,Shandong,2020-03-04,0
China,Shanghai,2020-03-04,0
China,Shanxi,2020-03-04,0
China,Sichuan,2020-03-04,0
China,Tianjin,2020-03-04,0
China,Tibet,2020-03-04,0
China,Xinjiang,2020-03-04,0
China,Yunnan,2020-03-04,0
China,Zhejiang,2020-03-04,0
Colombia,,2020-03-04,0
"Congo (Brazzaville)",,2020-03-04,0
"Congo (Kinshasa)",,2020-03-04,0
"Costa Rica",,2020-03-04,0
"Cote d'Ivoire",,2020-03-04,0
Croatia,,2020-03-04,0
"Diamond Princess",,2020-03-04,0
Cuba,,2020-03-04,0
Cyprus,,2020-03-04,0
Czechia,,2020-03-04,0
Denmark,"Faroe Islands",2020-03-04,0
Denmark,Greenland,2020-03-04,0
Denmark,,2020-03-04,0
Djibouti,,2020-03-04,0
"Dominican Republic",,2020-03-04,0
Ecuador,,2020-03-04,0
Egypt,,2020-03-04,0
"El Salvador",,2020-03-04,0
"Equatorial Guinea",,2020-03-04,0
Eritrea,,2020-03-04,0
Estonia,,2020-03-04,0
Eswatini,,2020-03-04,0
Ethiopia,,2020-03-04,0
Fiji,,2020-03-04,0
Finland,,2020-03-04,0
France,"French Guiana",2020-03-04,0
France,"French Polynesia",2020-03-04,0
France,Guadeloupe,2020-03-04,0
France,Mayotte,2020-03-04,0
France,"New Caledonia",2020-03-04,0
France,Reunion,2020-03-04,0
France,"Saint Barthelemy",2020-03-04,0
France,"St Martin",2020-03-04,0
France,Martinique,2020-03-04,0
France,,2020-03-04,0
Gabon,,2020-03-04,0
Gambia,,2020-03-04,0
Georgia,,2020-03-04,0
Germany,,2020-03-04,0
Ghana,,2020-03-04,0
Greece,,2020-03-04,0
Guatemala,,2020-03-04,0
Guinea,,2020-03-04,0
Guyana,,2020-03-04,0
Haiti,,2020-03-04,0
"Holy See",,2020-03-04,0
Honduras,,2020-03-04,0
Hungary,,2020-03-04,0
Iceland,,2020-03-04,0
India,,2020-03-04,0
Indonesia,,2020-03-04,0
Iran,,2020-03-04,15
Iraq,,2020-03-04,2
Ireland,,2020-03-04,0
Israel,,2020-03-04,0
Italy,,2020-03-04,28
Jamaica,,2020-03-04,0
Japan,,2020-03-04,0
Jordan,,2020-03-04,0
Kazakhstan,,2020-03-04,0
Kenya,,2020-03-04,0
"Korea, South",,2020-03-04,7
Kuwait,,2020-03-04,0
Kyrgyzstan,,2020-03-04,0
Latvia,,2020-03-04,0
Lebanon,,2020-03-04,0
Liberia,,2020-03-04,0
Liechtenstein,,2020-03-04,0
Lithuania,,2020-03-04,0
Luxembourg,,2020-03-04,0
Madagascar,,2020-03-04,0
Malaysia,,2020-03-04,0
Maldives,,2020-03-04,0
Malta,,2020-03-04,0
Mauritania,,2020-03-04,0
Mauritius,,2020-03-04,0
Mexico,,2020-03-04,0
Moldova,,2020-03-04,0
Monaco,,2020-03-04,0
Mongolia,,2020-03-04,0
Montenegro,,2020-03-04,0
Morocco,,2020-03-04,0
Namibia,,2020-03-04,0
Nepal,,2020-03-04,0
Netherlands,Aruba,2020-03-04,0
Netherlands,Curacao,2020-03-04,0
Netherlands,"Sint Maarten",2020-03-04,0
Netherlands,,2020-03-04,0
"New Zealand",,2020-03-04,0
Nicaragua,,2020-03-04,0
Niger,,2020-03-04,0
Nigeria,,2020-03-04,0
"North Macedonia",,2020-03-04,0
Norway,,2020-03-04,0
Oman,,2020-03-04,0
Pakistan,,2020-03-04,0
Panama,,2020-03-04,0
"Papua New Guinea",,2020-03-04,0
Paraguay,,2020-03-04,0
Peru,,2020-03-04,0
Philippines,,2020-03-04,0
Poland,,2020-03-04,0
Portugal,,2020-03-04,0
Qatar,,2020-03-04,0
Romania,,2020-03-04,0
Russia,,2020-03-04,0
Rwanda,,2020-03-04,0
"Saint Lucia",,2020-03-04,0
"Saint Vincent and the Grenadines",,2020-03-04,0
"San Marino",,2020-03-04,0
"Saudi Arabia",,2020-03-04,0
Senegal,,2020-03-04,0
Serbia,,2020-03-04,0
Seychelles,,2020-03-04,0
Singapore,,2020-03-04,0
Slovakia,,2020-03-04,0
Slovenia,,2020-03-04,0
